"","REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","COVER_CAT_CD","COVER_CAT_NAME","HARDBOTTOM_P","SOFTBOTTOM_P","RUBBLE_P","MEAN_RUG","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE","REST_SITE","SurveyCode","MilSortCode"
"11","SEFCRI",3148,1,2014,9,17,"LIRM","MIDR0",0,0.276666666666667,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.23999951232,15.8495994928128,15,"SID SIDE","Siderastrea siderea",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-1"
"12","SEFCRI",3148,1,2014,9,17,"LIRM","MIDR0",0,0.276666666666667,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.23999951232,15.8495994928128,15,"TUR FREE","Turf Algae Free of Sediment",31,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-1"
"13","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"BAR SUB.","Bare Substrate",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"14","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"CYA SPE.","Cyanophyta spp",18,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"15","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"DIC SPE.","Dictyota spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"16","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"ENCR GORG","Encrusting gorgonian",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"17","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"GOR GORG","Gorgonians",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"18","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"HAL SPE.","Halimeda spp",5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"19","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"MAC CALC","MacroOtherCalcareous",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"20","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"MIL SPE.","Millepora spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"21","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"MON CAVE","Montastraea cavernosa",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"22","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"PEY SPE.","Peysonnellia",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"23","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"POF SPE.","Porifera spp",17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"24","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"RHO CRUS","Rhodophyta cru. spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"25","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"TUR FREE","Turf Algae Free of Sediment",4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"26","SEFCRI",3148,2,2014,9,17,"LIRM","MIDR0",0,0.283333333333333,25.835,-80.09225,"492738","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,15.5447995025664,16.1543994830592,15,"TUR SEDI","Turf Algae with Sediment",24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3148","2014-9-17-3148-2"
"27","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"BAR SUB.","Bare Substrate",7.07070707070707,23.2323232323232,1.01010101010101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"28","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"CYA SPE.","Cyanophyta spp",14.1414141414141,3.03030303030303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"29","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"ERY CARY","Erythropodium caribaeorum",3.03030303030303,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"30","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"HAL SPE.","Halimeda spp",4.04040404040404,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"31","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"MAC FLES","MacroOtherFleshy",1.01010101010101,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"32","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"PAL SPE.","Palythoa spp",1.01010101010101,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"33","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"POF SPE.","Porifera spp",4.04040404040404,2.02020202020202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"34","SEFCRI",3149,1,2014,9,17,"LIRM","MIDR0",0,0.196666666666667,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.4111995708416,14.0207995513344,15,"TUR FREE","Turf Algae Free of Sediment",35.3535353535354,1.01010101010101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-1"
"35","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"BAR SUB.","Bare Substrate",10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"36","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"CYA SPE.","Cyanophyta spp",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"37","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"ENCR GORG","Encrusting gorgonian",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"38","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"GOR GORG","Gorgonians",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"39","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"HAL SPE.","Halimeda spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"40","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"POF SPE.","Porifera spp",16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"41","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"TUR FREE","Turf Algae Free of Sediment",1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"42","SEFCRI",3149,2,2014,9,17,"LIRM","MIDR0",0,0.25,25.7894,-80.09308333,"509466","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.715999561088,14.0207995513344,15,"TUR SEDI","Turf Algae with Sediment",45,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3149","2014-9-17-3149-2"
"43","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"BAR SUB.","Bare Substrate",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"44","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"CYA SPE.","Cyanophyta spp",8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"45","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"DIC SPE.","Dictyota spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"46","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"ENCR GORG","Encrusting gorgonian",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"47","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"ERY CARY","Erythropodium caribaeorum",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"48","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"GOR GORG","Gorgonians",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"49","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"HAL SPE.","Halimeda spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"50","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"MEA MEAN","Meandrina meandrites",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"51","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"PEY SPE.","Peysonnellia",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"52","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"POF SPE.","Porifera spp",17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"53","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"TUR FREE","Turf Algae Free of Sediment",19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"54","SEFCRI",3167,1,2014,9,17,"LIRM","MIDR1",1,0.23,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.9351995220736,15.8495994928128,15,"TUR SEDI","Turf Algae with Sediment",20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-1"
"55","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"BAR SUB.","Bare Substrate",6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"56","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"CYA SPE.","Cyanophyta spp",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"57","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"DIC SPE.","Dictyota spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"58","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"ERY CARY","Erythropodium caribaeorum",24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"59","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"GOR GORG","Gorgonians",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"60","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"HAL SPE.","Halimeda spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"61","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"LOB SPE.","Lobophora spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"62","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"MAC FLES","MacroOtherFleshy",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"63","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"MON CAVE","Montastraea cavernosa",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"64","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"POF SPE.","Porifera spp",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"65","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"SID SIDE","Siderastrea siderea",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"66","SEFCRI",3167,2,2014,9,17,"LIRM","MIDR1",1,0.243333333333333,25.94516667,-80.0939,"452720","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,15.8495994928128,15,"TUR FREE","Turf Algae Free of Sediment",25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-9-17-3167","2014-9-17-3167-2"
"67","SEFCRI",3143,1,2014,10,20,"LIRM","MIDR0",0,0.336666666666667,25.91668333,-80.0919,"463218","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.5071993757696,19.811999366016,15,"BAR SUB.","Bare Substrate",5,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-20-3143","2014-10-20-3143-1"
"68","SEFCRI",3143,1,2014,10,20,"LIRM","MIDR0",0,0.336666666666667,25.91668333,-80.0919,"463218","Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.5071993757696,19.811999366016,15,"CYA SPE.","Cyanophyta spp",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-20-3143","2014-10-20-3143-1"
